交易年,消费大区,业务中类,首购订单数,复购订单数,唤醒订单数,会员数,作品数,款数,交易金额,交易件数,订单数,吊牌价均值,吊牌价标准差,吊牌价最小值,吊牌价10分位,吊牌价25分位,吊牌价中位数,吊牌价75分位,吊牌价90分位,吊牌价最大值,成交价均值,成交价标准差
2022,可隆-新疆,衬衫,251,249,81,487,801,322,619842.32,801,581,1175.92,215.1,767.22,907.04,1036.1,1175.92,1315.74,1444.8,1627.64,731.45,175.21
2022,可隆-新疆,软壳夹克,317,230,82,657,913,355,1725721.35,913,629,2780.62,690.8,1468.1,1917.12,2331.6,2780.62,3229.64,3644.12,4231.3,1939.83,498.73
2022,可隆-新疆,连衣裙,119,117,40,206,576,297,468312.83,576,276,1269.25,258.84,777.46,945.71,1101.01,1269.25,1437.5,1592.8,1812.82,838.89,161.4
2022,可隆-新疆,配件,378,412,128,707,1483,772,456151.94,1483,918,438.5,82.73,281.32,335.09,384.73,438.5,492.27,541.91,612.23,306.63,80.64
2022,可隆-新疆,针织夹克,235,423,33,627,956,403,1048324.08,956,691,1261.17,294.42,701.77,893.14,1069.79,1261.17,1452.54,1629.19,1879.45,1081.81,222.12
2022,可隆-新疆,长袖T恤,628,662,192,1135,2365,868,1632644.62,2365,1482,931.75,286.28,387.82,573.9,745.67,931.75,1117.84,1289.6,1532.94,693.51,192.08
2022,可隆-新疆,长裤,633,662,146,1100,2019,998,2294314.82,2019,1441,1385.79,372.8,677.47,919.79,1143.47,1385.79,1628.11,1851.79,2168.67,1100.06,214.12
2022,可隆-新疆,防水夹克,649,652,162,1283,2339,1051,5490297.15,2339,1463,3688.62,588.56,2570.36,2952.92,3306.06,3688.62,4071.18,4424.31,4924.58,2260.28,276.22
2022,可隆-新疆,防风夹克,491,725,187,1304,2128,1536,4178717.57,2128,1403,2453.77,601.54,1310.84,1701.85,2062.77,2453.77,2844.77,3205.69,3717.0,1932.85,313.41
2022,可隆-新疆,鞋,332,502,29,813,1427,787,2055423.25,1427,863,2276.64,724.76,899.6,1370.69,1805.54,2276.64,2747.73,3182.59,3798.63,1429.06,383.79
2022,可隆-新疆,马夹,168,272,71,424,865,624,1312471.44,865,511,1922.55,548.22,880.93,1237.28,1566.21,1922.55,2278.89,2607.82,3073.81,1510.17,255.75
2022,可隆-电商,POLO,1299,2183,168,3208,5552,3368,3543029.18,5552,3650,966.94,244.44,502.51,661.39,808.06,966.94,1125.82,1272.49,1480.26,652.61,112.38
2022,可隆-电商,三合一夹克,513,2037,224,2185,4989,1747,13863597.55,4989,2774,4619.27,827.06,3047.86,3585.45,4081.68,4619.27,5156.85,5653.09,6356.08,2737.56,370.2
2022,可隆-电商,其他,207,450,70,694,1262,550,230315.14,1262,727,319.78,99.02,131.63,196.0,255.41,319.78,384.14,443.55,527.72,186.26,44.23
2022,可隆-电商,卫衣,1018,2226,317,3243,4949,3203,3577344.82,4949,3561,1086.4,195.58,714.79,841.92,959.27,1086.4,1213.52,1330.87,1497.11,769.67,146.66
2022,可隆-电商,抓绒夹克,764,1005,299,2010,3279,1250,3938333.97,3279,2068,1722.54,542.13,692.49,1044.88,1370.15,1722.54,2074.93,2400.2,2861.02,1175.48,244.56
2022,可隆-电商,棉服,1061,1544,207,2575,4037,1556,7077933.17,4037,2812,2567.32,815.68,1017.53,1547.72,2037.13,2567.32,3097.52,3586.93,4280.25,1867.95,269.16
2022,可隆-电商,短袖T恤,1722,2532,192,3580,7024,3162,3852189.26,7024,4446,762.72,137.53,501.42,590.81,673.32,762.72,852.11,934.62,1051.52,607.78,100.83
2022,可隆-电商,短裤,559,855,151,1303,2292,930,1238362.23,2292,1565,800.01,118.82,574.24,651.48,722.77,800.01,877.24,948.54,1049.54,560.89,93.03
2022,可隆-电商,羽绒服,834,1205,350,2179,3874,2671,10750027.93,3874,2389,3503.01,857.23,1874.29,2431.48,2945.82,3503.01,4060.21,4574.55,5303.19,2710.52,334.68
2022,可隆-电商,衬衫,1101,905,447,2301,3776,2085,3032634.98,3776,2453,1173.98,280.01,641.97,823.97,991.98,1173.98,1355.98,1523.99,1761.99,850.66,178.4
2022,可隆-电商,软壳夹克,2315,1896,477,3929,5713,2234,9753701.21,5713,4688,2662.42,761.17,1216.2,1710.96,2167.66,2662.42,3157.18,3613.88,4260.87,1690.41,395.34
2022,可隆-电商,连衣裙,205,405,57,463,1061,561,909282.36,1061,667,1533.13,358.16,852.63,1085.43,1300.32,1533.13,1765.93,1980.82,2285.26,885.97,225.78
2022,可隆-电商,配件,631,1479,74,1907,3222,1387,860710.94,3222,2184,361.37,104.22,163.36,231.1,293.63,361.37,429.11,491.64,580.23,273.28,73.27
2022,可隆-电商,针织夹克,746,959,372,1954,3062,2002,3249426.42,3062,2077,1451.43,319.8,843.82,1051.69,1243.57,1451.43,1659.3,1851.18,2123.0,1147.09,179.47
2022,可隆-电商,长袖T恤,1727,2444,305,3193,7974,3020,4558850.42,7974,4476,924.05,229.5,488.01,637.18,774.88,924.05,1073.22,1210.92,1405.99,565.76,134.65
2022,可隆-电商,长裤,1656,2464,708,3710,8049,5499,6075816.03,8049,4828,1318.31,232.94,875.73,1027.14,1166.9,1318.31,1469.72,1609.48,1807.48,726.9,148.7
2022,可隆-电商,防水夹克,2094,2132,413,4219,6782,4065,17164723.0,6782,4639,3037.1,765.15,1583.31,2080.66,2539.75,3037.1,3534.44,3993.54,4643.91,2453.78,534.07
2022,可隆-电商,防风夹克,645,671,41,1234,2395,1291,3181377.44,2395,1357,2331.47,632.67,1129.4,1540.63,1920.23,2331.47,2742.7,3122.3,3660.07,1405.19,359.5
2022,可隆-电商,鞋,821,1791,447,2944,5611,3197,10098433.67,5611,3059,2402.77,413.63,1616.87,1885.73,2133.91,2402.77,2671.63,2919.81,3271.4,1785.72,472.54
2022,可隆-电商,马夹,808,813,175,1633,2452,1078,2505009.6,2452,1796,1717.98,388.09,980.6,1232.86,1465.71,1717.98,1970.24,2203.09,2532.97,985.65,175.0
2022,可隆-既下山,POLO,455,671,200,1031,1967,1052,1359301.82,1967,1326,944.44,222.73,521.25,666.03,799.67,944.44,1089.22,1222.86,1412.18,720.88,160.59
2022,可隆-既下山,三合一夹克,206,388,90,522,1065,585,3279123.82,1065,684,4226.5,752.8,2796.19,3285.51,3737.18,4226.5,4715.82,5167.5,5807.38,3236.21,812.65
2022,可隆-既下山,其他,88,154,50,215,409,287,96728.56,409,292,326.14,96.32,143.13,205.74,263.53,326.14,388.74,446.53,528.4,232.55,38.74
2022,可隆-既下山,卫衣,602,1098,178,1490,2181,932,1637579.13,2181,1878,998.99,148.92,716.05,812.84,902.19,998.99,1095.79,1185.14,1311.72,696.84,99.56
2022,可隆-既下山,抓绒夹克,319,561,33,708,1678,1213,2427800.05,1678,913,1927.99,602.93,782.41,1174.32,1536.08,1927.99,2319.9,2681.66,3194.15,1443.52,225.96
2022,可隆-既下山,棉服,397,443,142,916,1933,982,4174974.81,1933,982,3022.62,669.56,1750.46,2185.67,2587.41,3022.62,3457.84,3859.58,4428.7,2348.7,630.18
2022,可隆-既下山,短袖T恤,297,925,55,1257,1716,987,775378.66,1716,1277,749.42,133.94,494.94,582.0,662.36,749.42,836.49,916.85,1030.7,468.31,68.43
2022,可隆-既下山,短裤,125,305,78,461,767,497,348576.07,767,508,682.97,153.66,391.02,490.89,583.09,682.97,782.85,875.04,1005.65,454.64,114.05
2022,可隆-既下山,羽绒服,714,749,219,1283,2804,1426,9564628.79,2804,1682,3994.54,930.66,2226.28,2831.22,3389.61,3994.54,4599.47,5157.87,5948.93,3169.89,686.7
2022,可隆-既下山,衬衫,445,330,72,701,1333,600,1038448.23,1333,847,1090.07,238.35,637.2,792.13,935.14,1090.07,1245.0,1388.01,1590.61,774.88,135.1
2022,可隆-既下山,软壳夹克,680,860,196,1319,2472,1525,4355144.5,2472,1736,2220.47,690.83,907.89,1356.93,1771.43,2220.47,2669.51,3084.01,3671.22,1707.89,317.31
2022,可隆-既下山,连衣裙,78,73,17,123,263,99,312484.87,263,168,1527.64,435.45,700.28,983.33,1244.59,1527.64,1810.68,2071.95,2442.08,1243.98,327.45
2022,可隆-既下山,配件,412,572,110,960,2126,1163,524565.08,2126,1094,354.42,106.18,152.67,221.69,285.4,354.42,423.44,487.15,577.4,269.35,67.63
2022,可隆-既下山,针织夹克,297,365,119,717,1342,623,1624826.84,1342,781,1350.56,345.57,693.97,918.59,1125.94,1350.56,1575.18,1782.53,2076.26,1090.24,296.55
2022,可隆-既下山,长袖T恤,865,1417,309,1829,3384,1334,2135459.27,3384,2591,983.23,274.37,461.93,640.27,804.89,983.23,1161.58,1326.2,1559.42,627.83,155.97
2022,可隆-既下山,长裤,638,865,170,1489,2742,1717,2527040.46,2742,1673,1420.98,357.56,741.62,974.03,1188.57,1420.98,1653.39,1867.92,2171.84,919.93,204.48
2022,可隆-既下山,防水夹克,399,997,212,1418,1854,1263,3946870.48,1854,1608,3045.71,547.96,2004.58,2360.76,2689.54,3045.71,3401.89,3730.67,4196.44,1973.37,468.56
2022,可隆-既下山,防风夹克,330,388,115,882,1387,774,3320127.09,1387,833,2890.97,866.7,1244.23,1807.59,2327.61,2890.97,3454.32,3974.35,4711.04,2229.5,492.33
2022,可隆-既下山,鞋,584,401,145,880,1811,1139,2915847.7,1811,1130,2083.87,496.25,1141.0,1463.56,1761.31,2083.87,2406.43,2704.18,3125.99,1502.22,329.27
2022,可隆-既下山,马夹,401,651,53,775,1882,962,2585511.64,1882,1105,1888.03,320.74,1278.63,1487.11,1679.55,1888.03,2096.51,2288.95,2561.57,1303.28,250.46
2022,可隆-西北,POLO,429,1086,113,1375,2874,1108,1786452.56,2874,1628,784.71,183.15,436.71,555.77,665.66,784.71,903.76,1013.65,1169.33,586.69,146.43
2022,可隆-西北,三合一夹克,257,562,73,813,1223,806,3734622.54,1223,892,4261.26,790.66,2759.0,3272.93,3747.33,4261.26,4775.19,5249.58,5921.65,3316.87,809.74
2022,可隆-西北,其他,215,148,41,333,713,527,125789.8,713,404,295.57,72.16,158.46,205.37,248.67,295.57,342.48,385.78,447.12,199.08,28.38
2022,可隆-西北,卫衣,717,678,208,1374,2926,1253,1904961.45,2926,1603,1174.44,227.06,743.03,890.62,1026.85,1174.44,1322.03,1458.26,1651.27,678.29,99.82
2022,可隆-西北,抓绒夹克,370,590,164,1013,1826,1272,2355905.19,1826,1124,1678.37,461.46,801.59,1101.54,1378.42,1678.37,1978.32,2255.19,2647.44,1325.65,213.72
2022,可隆-西北,棉服,380,647,113,906,1527,615,2849433.35,1527,1140,3173.35,1009.66,1255.0,1911.28,2517.07,3173.35,3829.63,4435.42,5293.63,1929.98,254.47
2022,可隆-西北,短袖T恤,562,1618,67,1725,3152,2343,1300610.55,3152,2247,728.84,186.3,374.88,495.97,607.75,728.84,849.93,961.71,1120.06,443.93,102.31
2022,可隆-西北,短裤,266,474,105,748,1560,1023,850259.84,1560,845,857.39,252.2,378.2,542.13,693.45,857.39,1021.32,1172.64,1387.01,527.34,69.84
2022,可隆-西北,羽绒服,683,679,104,1368,2355,1650,6627383.76,2355,1466,3594.48,974.49,1742.95,2376.37,2961.06,3594.48,4227.9,4812.59,5640.91,2669.42,508.78
2022,可隆-西北,衬衫,453,564,127,1012,1867,821,1443893.7,1867,1144,1075.01,333.13,442.07,658.6,858.48,1075.01,1291.55,1491.43,1774.59,770.35,142.0
2022,可隆-西北,软壳夹克,602,706,311,1213,2355,1747,4561840.59,2355,1619,2652.41,747.46,1232.24,1718.09,2166.56,2652.41,3138.25,3586.73,4222.07,1910.16,346.21
2022,可隆-西北,连衣裙,80,128,29,200,371,199,361928.41,371,237,1495.84,329.88,869.07,1083.49,1281.42,1495.84,1710.26,1908.19,2188.58,1051.35,184.38
2022,可隆-西北,配件,425,483,113,1053,1795,1033,508161.11,1795,1021,433.78,77.92,285.73,336.38,383.13,433.78,484.43,531.18,597.41,287.13,67.16
2022,可隆-西北,针织夹克,279,346,62,547,1091,481,1389309.19,1091,687,1549.42,454.26,686.33,981.6,1254.15,1549.42,1844.69,2117.25,2503.37,1261.29,322.56
2022,可隆-西北,长袖T恤,454,764,144,1360,1998,811,1366655.07,1998,1362,840.98,157.81,541.15,643.72,738.41,840.98,943.56,1038.24,1172.38,657.42,174.96
2022,可隆-西北,长裤,996,1142,318,1773,3409,1826,3946834.91,3409,2456,1343.33,236.56,893.86,1047.62,1189.56,1343.33,1497.09,1639.03,1840.1,1088.92,162.97
2022,可隆-西北,防水夹克,1323,1381,412,2383,4270,2985,10767095.5,4270,3116,3778.52,1105.64,1677.81,2396.48,3059.86,3778.52,4497.18,5160.57,6100.36,2430.52,678.53
2022,可隆-西北,防风夹克,376,784,183,1200,2696,1746,3792354.52,2696,1343,2024.65,542.21,994.46,1346.89,1672.22,2024.65,2377.09,2702.41,3163.29,1490.73,330.48
2022,可隆-西北,鞋,270,614,144,1187,1744,1159,2391392.42,1744,1028,1904.56,466.38,1018.44,1321.59,1601.41,1904.56,2207.71,2487.54,2883.96,1379.43,252.73
2022,可隆-西北,马夹,345,271,101,635,1102,820,1231939.45,1102,717,1632.01,440.53,795.01,1081.35,1345.67,1632.01,1918.36,2182.68,2557.13,1225.77,327.11
2022,可隆-青海,POLO,268,306,93,641,899,386,616392.0,899,667,1119.61,335.71,481.76,699.97,901.4,1119.61,1337.82,1539.24,1824.59,723.4,175.26
2022,可隆-青海,三合一夹克,120,225,22,308,529,231,1389031.39,529,367,4232.51,620.31,3053.93,3457.12,3829.31,4232.51,4635.7,5007.89,5535.15,2778.54,580.69
2022,可隆-青海,其他,53,104,19,142,358,143,96617.43,358,176,339.96,51.72,241.7,275.32,306.35,339.96,373.58,404.61,448.57,275.22,74.04
2022,可隆-青海,卫衣,124,174,41,294,486,272,393441.52,486,339,1141.73,280.58,608.62,791.0,959.35,1141.73,1324.11,1492.46,1730.96,805.89,221.29
2022,可隆-青海,抓绒夹克,164,137,66,318,444,177,554174.61,444,367,1671.15,311.45,1079.38,1281.83,1468.7,1671.15,1873.59,2060.46,2325.2,1311.75,197.18
2022,可隆-青海,棉服,114,137,57,272,351,224,708160.36,351,308,3031.66,837.72,1440.0,1984.51,2487.14,3031.66,3576.18,4078.81,4790.87,2013.26,508.37
2022,可隆-青海,短袖T恤,256,233,47,537,938,602,459578.99,938,536,793.67,117.28,570.84,647.07,717.44,793.67,869.91,940.28,1039.97,532.05,64.26
2022,可隆-青海,短裤,93,185,22,267,464,309,268810.65,464,300,772.46,208.28,376.72,512.1,637.07,772.46,907.84,1032.81,1209.86,592.55,131.93
2022,可隆-青海,羽绒服,230,247,74,434,1096,510,2603544.83,1096,551,3914.61,596.76,2780.76,3168.65,3526.71,3914.61,4302.5,4660.56,5167.81,2323.6,549.44
2022,可隆-青海,衬衫,122,154,35,250,536,202,396746.65,536,311,1160.24,354.41,486.86,717.22,929.87,1160.24,1390.6,1603.25,1904.5,815.48,102.11
2022,可隆-青海,软壳夹克,224,205,114,474,899,628,2112026.74,899,543,2894.32,595.39,1763.09,2150.09,2507.32,2894.32,3281.32,3638.55,4144.63,2347.93,338.08
2022,可隆-青海,连衣裙,15,23,7,41,58,25,74528.07,58,45,1590.25,508.21,624.65,954.99,1259.92,1590.25,1920.59,2225.52,2657.5,1287.86,187.59
2022,可隆-青海,配件,179,204,73,429,593,218,178352.46,593,456,429.86,119.16,203.46,280.91,352.4,429.86,507.31,578.8,680.09,308.34,85.7
2022,可隆-青海,针织夹克,110,102,30,309,327,223,337878.8,327,242,1696.15,414.67,908.27,1177.81,1426.61,1696.15,1965.68,2214.49,2566.96,1147.07,206.79
2022,可隆-青海,长袖T恤,218,231,76,467,904,588,793735.31,904,525,979.35,236.18,530.6,684.12,825.83,979.35,1132.86,1274.57,1475.33,806.33,113.09
2022,可隆-青海,长裤,135,175,53,417,641,479,584404.25,641,363,1206.33,298.77,638.66,832.87,1012.13,1206.33,1400.53,1579.8,1833.75,900.6,237.49
2022,可隆-青海,防水夹克,191,251,58,447,971,490,2419015.56,971,500,3358.11,693.11,2041.2,2491.72,2907.59,3358.11,3808.63,4224.49,4813.63,2612.9,419.97
2022,可隆-青海,防风夹克,253,248,85,499,947,684,1115027.39,947,586,2144.0,414.94,1355.62,1625.33,1874.29,2144.0,2413.71,2662.67,3015.37,1168.66,201.9
2022,可隆-青海,鞋,243,172,119,493,795,414,1106356.78,795,534,2139.39,389.9,1398.59,1652.02,1885.96,2139.39,2392.82,2626.76,2958.17,1456.46,302.54
2022,可隆-青海,马夹,149,95,34,206,452,282,731814.3,452,278,2041.32,611.46,879.55,1277.0,1643.87,2041.32,2438.76,2805.64,3325.37,1515.35,343.13
2022,总体,POLO,9747,11987,2774,21116,39952,18947,26150763.31,39952,24508,936.2878511714056,235.4619400780937,369.86,641.9596878754506,783.2394313175812,936.2878511714056,1089.336547857429,1230.616281788146,1824.59,656.9820524629556,145.17025080096116
2022,总体,三合一夹克,5844,8461,2062,14094,24927,11999,75457386.92999999,24927,16367,4299.965311108437,911.5852910498656,1746.74,3160.4840401973765,3707.435041922413,4299.965311108437,4892.493508645244,5439.445534159747,7491.08,3000.3054495125766,571.0182364504353
2022,总体,其他,2018,2982,656,4674,9030,4686,1922130.3800000004,9030,5656,310.23018936877077,70.11880509413068,131.63,222.58036655592463,264.6508859357696,310.23018936877077,355.8074518272426,397.8773909191584,562.84,215.84056367663345,41.20738870431894
2022,总体,卫衣,8571,13029,2790,20984,36255,18643,30491150.299999997,36255,24390,1205.674976417046,245.878887050062,510.01,898.3257117638946,1045.8523489173906,1205.674976417046,1365.4945552337606,1513.020394980003,2141.13,843.2550961246724,156.65646035029653
2022,总体,抓绒夹克,5820,7122,1704,12564,23985,12318,28501210.459999997,23985,14646,1710.3141876172608,401.3103293725244,692.49,1208.6741651031896,1449.46220137586,1710.3141876172608,1971.167731915781,2211.954554513237,3194.15,1215.0715180321033,270.79191911611423
2022,总体,棉服,7021,8566,1963,15037,27311,14369,54663434.51,27311,17550,2799.8435828054626,757.5490710702646,1017.53,1852.9063267547872,2307.4367419720993,2799.8435828054626,3292.250056753689,3746.78208414192,5293.63,2036.475636190546,401.1433627476107
2022,总体,短袖T恤,12907,16167,3513,27188,52348,29827,28281081.87,52348,32587,747.359763505769,168.9422021853748,285.67,536.1818214640483,637.5454387942233,747.359763505769,857.1691799113624,958.5327972415377,1331.2,557.5752502483381,108.48293401849163
2022,总体,短裤,4196,6253,1339,10424,18540,9579,9790684.68,18540,11788,775.2876294498382,162.75551725997843,365.16,571.8391882416397,669.4926601941747,775.2876294498382,881.0794120819849,978.7346850053935,1387.01,522.0622297734628,87.2654622437972
2022,总体,羽绒服,8420,11667,3275,19569,39214,23590,100983560.79,39214,23362,3458.241579792931,782.9856089661856,1258.19,2479.512358341409,2949.3025980517164,3458.241579792931,3967.181421941143,4436.974314020502,5948.93,2551.9959907176008,444.6284796246238
2022,总体,衬衫,6001,7564,1959,13261,23307,12529,18653970.979999997,23307,15524,1143.9553498948817,255.7775393658557,442.07,824.2315420260009,977.6997331273868,1143.9553498948817,1310.2105367486165,1463.6803595486335,1945.04,810.1202201055477,161.7360728536491
2022,总体,软壳夹克,10623,12368,3681,22452,38183,22302,72751246.86999999,38183,26672,2660.354015661421,677.3102435638896,907.89,1813.7169397375792,2220.1030843569124,2660.354015661421,3100.606272163004,3506.9945064557523,4633.85,1908.431991200272,392.5341714899301
2022,总体,连衣裙,1606,2202,539,3556,6931,3499,7282766.450000001,6931,4347,1485.9720054826143,356.34981387967105,490.43,1040.536593565142,1254.3442302698024,1485.9720054826143,1717.597804068677,1931.4075963064497,2657.5,1055.4387678545663,249.2493954696292
2022,总体,配件,6456,9052,2125,15544,27930,15215,8466031.63,27930,17633,406.22052345148586,107.1940014321518,152.67,272.2271217329037,336.5442577873255,406.22052345148586,475.89760114572147,540.2134751163624,684.31,302.0511557465091,70.02221840315073
2022,总体,针织夹克,5929,7317,1896,13354,24821,13328,27681720.619999997,24821,15142,1446.368983522018,329.2510329962532,686.33,1034.806553321784,1232.357488417066,1446.368983522018,1660.3824805608156,1857.9340566455824,2566.96,1094.5190266306756,221.98640667176983
2022,总体,长袖T恤,12002,15651,3654,26542,49524,23341,32943154.13,49524,31307,910.1463056295936,235.3024981826993,364.43,616.0184524674905,757.1999434617559,910.1463056295936,1063.0956544301753,1204.2765784266214,1718.81,667.51567240126,152.08670886842748
2022,总体,长裤,12098,16084,3685,26413,48267,27109,44046731.24,48267,31867,1344.6229593718274,268.7213980566433,525.83,1008.7205059357324,1169.953279673483,1344.6229593718274,1519.290639981768,1680.5238003190584,2171.84,905.9772473947004,200.8924225661425
2022,总体,防水夹克,14949,20728,3946,33572,61832,36202,143447892.38,61832,39623,3252.122056702031,737.3927995212837,1334.96,2330.3857762970633,2772.8203855608745,3252.122056702031,3731.4281043796095,4173.863910272998,6100.36,2263.1226217816015,497.3266640251003
2022,总体,防风夹克,7900,10530,2168,18378,33567,19780,56431766.89,33567,20598,2396.0077850269613,540.6318285816427,931.8,1720.2187198736854,2044.5974832424704,2396.0077850269613,2747.417427532994,3071.7948806863883,4711.04,1693.5296508475583,367.8276524562816
2022,总体,鞋,7796,11906,2792,19945,36522,21293,56399667.77000001,36522,22494,2161.374421718416,493.7473295547889,899.6,1544.1933330595257,1840.438131263348,2161.374421718416,2482.3088278298014,2778.556872022343,3798.63,1522.4188626033626,330.597414435135
2022,总体,马夹,4624,6386,1350,11196,19401,10758,26245222.130000003,19401,12360,1876.753757022834,402.6337075408484,769.16,1373.4614808515023,1615.0404025565692,1876.753757022834,2138.465441987527,2380.0456610483993,3325.37,1333.371398381527,272.6672934384825
2023,可隆-东北,POLO,611,933,220,1564,2701,1442,1824746.37,2701,1764,978.24,195.78,606.26,733.52,850.99,978.24,1105.5,1222.97,1389.39,653.02,106.79
2023,可隆-东北,三合一夹克,673,1215,255,1941,3489,1456,9667895.96,3489,2143,3840.7,783.31,2352.4,2861.56,3331.54,3840.7,4349.85,4819.84,5485.65,2710.01,503.13
2023,可隆-东北,其他,306,299,101,616,1188,858,246155.89,1188,706,282.62,60.45,167.77,207.06,243.33,282.62,321.91,358.18,409.56,197.62,41.32
2023,可隆-东北,卫衣,922,1238,295,1848,4412,2229,3731029.39,4412,2455,1164.45,307.38,580.41,780.21,964.65,1164.45,1364.25,1548.68,1809.95,818.47,167.98
2023,可隆-东北,抓绒夹克,686,992,192,1228,3142,1838,3679984.87,3142,1870,1629.04,300.01,1059.02,1254.03,1434.03,1629.04,1824.05,2004.05,2259.06,1233.57,189.36
2023,可隆-东北,棉服,904,764,76,1434,2324,964,4297906.39,2324,1744,2734.44,643.21,1512.33,1930.42,2316.35,2734.44,3152.53,3538.46,4085.19,1889.08,226.99
2023,可隆-东北,短袖T恤,1363,1360,608,2673,4200,1817,2689697.63,4200,3331,791.05,162.09,483.09,588.44,685.7,791.05,896.41,993.66,1131.44,647.58,158.81
2023,可隆-东北,短裤,448,968,399,1711,3188,1306,1865067.48,3188,1815,891.62,186.45,537.37,658.56,770.43,891.62,1012.81,1124.68,1283.16,570.95,153.58
2023,可隆-东北,羽绒服,965,1908,418,2442,4172,2855,10083505.99,4172,3291,3658.21,1127.8,1515.39,2248.46,2925.14,3658.21,4391.27,5067.95,6026.58,2462.59,447.37
2023,可隆-东北,衬衫,671,809,233,1604,2971,2039,2451321.14,2971,1713,989.91,217.93,575.85,717.5,848.26,989.91,1131.56,1262.32,1447.55,778.89,177.63
2023,可隆-东北,软壳夹克,1109,1898,176,2664,5647,4136,10268643.99,5647,3183,2319.76,608.35,1163.9,1559.33,1924.34,2319.76,2715.19,3080.2,3597.3,1788.77,230.12
2023,可隆-东北,连衣裙,159,146,54,278,468,347,529250.27,468,359,1540.35,250.82,1063.79,1226.83,1377.32,1540.35,1703.39,1853.88,2067.08,1192.35,171.04
